"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.attributes","metaResult.properties.creators","metaResult.properties.category","metaResult.properties.files","metaResult.collection.name","metaResult.collection.family"
"[""7r5YwESX6Db13w7DJtymxMgGCWLDwvGGWAqnNx3wMNLv"",""FLtmtvSDRJyfsKWtEJ9Ci346dfS3yHyoW4b1PCb45o94"",""6BVCpQfWHLSwzgzfknNjnmhJRDtaJpeaUHVtG68i1v9p"",""47bSBA5uqWN6m7LsPtJEVz1bS976dRMbaqHucCd5fvpD"",""HQfdgKU8gVvZWWt9upvh8zuwTiFEqGozv3nhmp6iBG9u""]","Mushie #2187","[0,10,10,10,70]","MM","https://arweave.net/Si0pfLqMa_q45vaasDksBw3bVe940b4f1ZFTLhCtxqY","[1,0,0,0,0]",true,"DXigzN3apA7YCfTzpdJVTeTFXTc2uSWLosr1SZmWFMwY",true,"HQfdgKU8gVvZWWt9upvh8zuwTiFEqGozv3nhmp6iBG9u","https://explorer.solana.com/address/DXigzN3apA7YCfTzpdJVTeTFXTc2uSWLosr1SZmWFMwY","Mushie #2187","MM","4444 Magic Mushies trippin to bring the emphasis back on community! Biggest mint giveaway, Community Job incentive, & much more!",600,"https://arweave.net/jDrlp6emQ3Ynmb36XCIQLNmkse-KiejeZssdqkaaV2Y","[{""trait_type"":""Background"",""value"":""Green""},{""trait_type"":""Body"",""value"":""Normal""},{""trait_type"":""Shirt"",""value"":""Navy Sweater""},{""trait_type"":""Accessories"",""value"":""None""},{""trait_type"":""Cap"",""value"":""Blue""},{""trait_type"":""Earring"",""value"":""Mushroom""},{""trait_type"":""Hat"",""value"":""Smoke Ring""},{""trait_type"":""Eyes"",""value"":""Big Eyes""},{""trait_type"":""Mouth"",""value"":""Goatee""},{""trait_type"":""Type"",""value"":""Light""}]","[{""address"":""FLtmtvSDRJyfsKWtEJ9Ci346dfS3yHyoW4b1PCb45o94"",""share"":10},{""address"":""6BVCpQfWHLSwzgzfknNjnmhJRDtaJpeaUHVtG68i1v9p"",""share"":10},{""address"":""47bSBA5uqWN6m7LsPtJEVz1bS976dRMbaqHucCd5fvpD"",""share"":10},{""address"":""HQfdgKU8gVvZWWt9upvh8zuwTiFEqGozv3nhmp6iBG9u"",""share"":70}]","image","[{""type"":""image/png"",""uri"":""https://arweave.net/jDrlp6emQ3Ynmb36XCIQLNmkse-KiejeZssdqkaaV2Y""}]",,
"[""CcRPs4jJNNxn9r6Lyqt5zuF8mkTX612fu8vtJu1amaXU"",""FoTGppUKbPmASQAqADvpeYWs2zjMD1sd9cC9ZUS5i7nT""]","HIGH DIVE","[50,50]","","https://arweave.net/MhZVvqeY01H6RFEE_JM4Gn-QcTQoltaSbfSglQkzQQ4","[1,0]",false,"2x9SuJddH7PdnBp5BnHBcV7CjJhjZhgRzBScqNnWkNYh",false,"4dWCF9NcAfmfVk2yY9xhXHrgKxiMWRdwHec6BzPby4C7","https://explorer.solana.com/address/2x9SuJddH7PdnBp5BnHBcV7CjJhjZhgRzBScqNnWkNYh","HIGH DIVE","","High Dive is a surrealist image that depicts a man upside-down on his head within a small container of water. The image itself is a play on the saying, “A Big Fish In A Small Pond”. Rather than literal, the image aims to convey the desire of growth within one’s current surroundings that can be constraining. The image is lit from natural light and shot in a way to capture the richness of the subjects skin while achieving deep blacks that retain textural details.",1000,"https://www.arweave.net/3koUOyz-FSPLP6TGB8U39nlRyF948VKeC9SrLSu2qVc?ext=jpeg","[{""value"":""Aaron Ricketts""},{""value"":""15 Card Pack""},{""value"":""Portrait""},{""value"":""Surreal""},{""value"":""Water""}]","[{""address"":""CcRPs4jJNNxn9r6Lyqt5zuF8mkTX612fu8vtJu1amaXU"",""share"":50},{""address"":""FoTGppUKbPmASQAqADvpeYWs2zjMD1sd9cC9ZUS5i7nT"",""share"":50}]","vr","[{""uri"":""https://www.arweave.net/3koUOyz-FSPLP6TGB8U39nlRyF948VKeC9SrLSu2qVc?ext=jpeg"",""type"":""image/jpeg""},{""uri"":""https://www.arweave.net/AK3qsakYf9otYuJU4aZo-fLYcTJ_WOneA4SqBTcCXbE?ext=glb"",""type"":""glb""}]",,
"[""Cz6VHXmCyKXvJVQ2iXgkADWGG2f2Mo5U7Hrv8Mp39WoV"",""4Yxdk7BrLWV4gfX5or13EyVPtYXRAwFzzgxrGvduiAQY"",""2sxFLJLNckqxrx5nY8cPgRVtugwUyKnPeuuhkL8C7xJ6"",""9C8AB9JeCNQscKNoUyGxbQcepBjegRkFem7CiQoN4GL7""]","Goldie #6639","[0,33,33,34]","GOLD","https://arweave.net/KCSfgdvOF8Se-3hq2nTal7d60oAJwR9_vneyZE7qy1U","[1,0,0,0]",true,"52j3KamjG96dhgyPJoJa1o4VgwcJVqDT3wCrdyUcUxYS",true,"HcKQ7CymD9TNsr4e5YJohb3WU8uwkDSgHQ83vWmsZStk","https://explorer.solana.com/address/52j3KamjG96dhgyPJoJa1o4VgwcJVqDT3wCrdyUcUxYS","Goldie #6639","GOLD","6,666 unique fishes swimming in the Solana fishtank.",500,"https://www.arweave.net/zRrR98t7J9K15apfDpOfVZDD1w_ayZ15rhEJMDtIMWE?ext=png","[{""trait_type"":""Background"",""value"":""Purple""},{""trait_type"":""Body"",""value"":""Calico""},{""trait_type"":""Tail"",""value"":""Zombie""},{""trait_type"":""Fins"",""value"":""Orange""},{""trait_type"":""Eyes"",""value"":""Happy""},{""trait_type"":""Headgear"",""value"":""None""},{""trait_type"":""Faction"",""value"":""Sewers""}]","[{""address"":""4Yxdk7BrLWV4gfX5or13EyVPtYXRAwFzzgxrGvduiAQY"",""share"":33},{""address"":""2sxFLJLNckqxrx5nY8cPgRVtugwUyKnPeuuhkL8C7xJ6"",""share"":33},{""address"":""9C8AB9JeCNQscKNoUyGxbQcepBjegRkFem7CiQoN4GL7"",""share"":34}]",,"[{""uri"":""https://www.arweave.net/zRrR98t7J9K15apfDpOfVZDD1w_ayZ15rhEJMDtIMWE?ext=png"",""type"":""image/png""}]",,
"[""HvtWaz531TmufEUMiPAi3z5tyrs4Nkj45iSdVDy1pK24"",""CY177kypehaXt49aqWZTKy95DBcy8uCzLnTUYiu6igjG"",""HpGVCPubbd2Q1XtYdJRzCrR3SGndDdhXfduzcY1rhQz5"",""A7SncPLRBgiap3xLbnfi1QYFFmXYCwbmPrUTip43ryzm""]","Aqua Apes #391","[0,80,10,10]","AQUA","https://arweave.net/XsSQb2vHlY687soPw4fRUkwnf1NkYLiEe8RzP7iG4oQ","[1,0,0,0]",true,"BZNajhj2VW3WnAGFj3jhAXgLtfDKzgge52xMZDkUCeLN",true,"BoaTyvTCoY3UwbC8Z6xVYxmSgZaF5A8bcHLh5uDZ4W1N","https://explorer.solana.com/address/BZNajhj2VW3WnAGFj3jhAXgLtfDKzgge52xMZDkUCeLN","Aqua Apes #391","AQUA","A collection of Aqua Apes granting holders legendary utility on SUBMARINE.",500,"https://www.arweave.net/JBZQAS3JI6aErla1_Vc6-id58OZTbjdDMcjAUTMK1_g?ext=png","[{""trait_type"":""Depth"",""value"":""20 Feet""},{""trait_type"":""Fur Color"",""value"":""Pink Corral""},{""trait_type"":""Eyes"",""value"":""Horizon Aviators""},{""trait_type"":""Earrings"",""value"":""Gold Earrings""},{""trait_type"":""Wearing"",""value"":""None""},{""trait_type"":""Head"",""value"":""Golden Luscious Locks""},{""trait_type"":""Mouth"",""value"":""Smiling""},{""trait_type"":""Weilding"",""value"":""None""}]","[{""address"":""CY177kypehaXt49aqWZTKy95DBcy8uCzLnTUYiu6igjG"",""share"":80},{""address"":""HpGVCPubbd2Q1XtYdJRzCrR3SGndDdhXfduzcY1rhQz5"",""share"":10},{""address"":""A7SncPLRBgiap3xLbnfi1QYFFmXYCwbmPrUTip43ryzm"",""share"":10}]","image","[{""uri"":""https://www.arweave.net/JBZQAS3JI6aErla1_Vc6-id58OZTbjdDMcjAUTMK1_g?ext=png"",""type"":""image/png""}]",,
"[""HMssHCS8rj4tStuFtkuuEDn382wamyXvKooizrX3ZrBg"",""9PvNprKu2wbsZusgRxAxzy9hcPrKfWhRnrBnQJG11ifJ"",""G6RvedRPxHRaCCD8VPdXAmMnwkhNk8L1qGYMSTebL2bd""]","Saint Levi #2941","[0,50,50]","SL","https://arweave.net/jykq1j3t1TTERih-c8WGM-Lxw4XQJoL3tfIHHs8COZg","[1,0,0]",true,"8pPJft474hoWSp8UtvQGBC9siLLWzj4d7LgWxQ1Wrv4e",true,"9tqDoTaTnM1VVDgcvSGs9NvbvJtWUNHb4BsSagxaeoSJ","https://explorer.solana.com/address/8pPJft474hoWSp8UtvQGBC9siLLWzj4d7LgWxQ1Wrv4e","Saint Levi #2941","SL","First TV Show Streaming on The Solana Blockchain",500,"https://www.arweave.net/Wc02wwuTJC-2nvYXH7loqFjX2q5ViDgGV1DI9LYgXCQ?ext=png","[{""trait_type"":""Background"",""value"":""Green""},{""trait_type"":""Body"",""value"":""Regular Body""},{""trait_type"":""Mouth"",""value"":""Pout""},{""trait_type"":""Eyes"",""value"":""Wink Right""},{""trait_type"":""Head"",""value"":""Long Hairs""}]","[{""address"":""9PvNprKu2wbsZusgRxAxzy9hcPrKfWhRnrBnQJG11ifJ"",""share"":50},{""address"":""G6RvedRPxHRaCCD8VPdXAmMnwkhNk8L1qGYMSTebL2bd"",""share"":50}]","image","[{""uri"":""https://www.arweave.net/Wc02wwuTJC-2nvYXH7loqFjX2q5ViDgGV1DI9LYgXCQ?ext=png"",""type"":""image/png""}]","Saint Levi","Saint Levi"
"[""24p7rAUCJPxX65EjGT1nraXYSL6mAjgrAnS7KMSkjtf5"",""DWGaT6jfxnqCg4cAoLRvREfGrvQAt4ih7AFpPU4798qU"",""6Wu3ccgg3KjMhZooWfP4gEakXLczXNDqdA2s5nX1UiRG"",""ERQNjhECLaJ1upQoCdSw1Sir8sBPkFnkW7FjttJnwPPA"",""5v3S1v9HEsWaLqbE7Z9eZtE8p7enrgVRbr1VquZaY3DT""]","RareDon #2931","[0,13,13,26,48]","RDON","https://arweave.net/UUvi4tjp_evWYkhIQHVhE1JO1nHUDzh4_Ww_0MzHboo","[1,0,0,0,0]",true,"H4xhXdD2jVAKKq94wmupzJ3jH1e7XrVbhRdZmRGGrf64",true,"DonYzKdvSPgQDBw1hjo9tLeNXp67qHWQK8JLPaG3ejkz","https://explorer.solana.com/address/H4xhXdD2jVAKKq94wmupzJ3jH1e7XrVbhRdZmRGGrf64","RareDon #2931","RDON","1 of 6,174 of the Rarest of Dons. Welcome to the gang!",600,"https://www.arweave.net/l6zzShF72VVlRXBXDYT5nHGDVXP0H3qcBXJLc5UZJ_Q?ext=png","[{""trait_type"":""Background"",""value"":""Green""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Bottoms"",""value"":""Black""},{""trait_type"":""Shoes"",""value"":""Red Chucks""},{""trait_type"":""Skin"",""value"":""D99379""},{""trait_type"":""Hoodie"",""value"":""Thrasher""},{""trait_type"":""Eyes"",""value"":""Black""},{""trait_type"":""Face"",""value"":""None""},{""trait_type"":""Head"",""value"":""Trucker""},{""trait_type"":""Accessory"",""value"":""Chest Bag""}]","[{""address"":""6Wu3ccgg3KjMhZooWfP4gEakXLczXNDqdA2s5nX1UiRG"",""share"":13},{""address"":""5v3S1v9HEsWaLqbE7Z9eZtE8p7enrgVRbr1VquZaY3DT"",""share"":48},{""address"":""ERQNjhECLaJ1upQoCdSw1Sir8sBPkFnkW7FjttJnwPPA"",""share"":26},{""address"":""DWGaT6jfxnqCg4cAoLRvREfGrvQAt4ih7AFpPU4798qU"",""share"":13}]","image","[{""uri"":""https://www.arweave.net/l6zzShF72VVlRXBXDYT5nHGDVXP0H3qcBXJLc5UZJ_Q?ext=png"",""type"":""image/png""}]","RareDon 2021","RareDon"
"[""umpYJY893rxuwWMGF2g1o2NuU5kAAmnQVEA1xWFtvHf"",""2xesrD8aZShfK4GrKeNTyXBmgwfP8AKg8ciUJcpRLWLY"",""AShPyMnpH1yxh9xGXR5EZLnHiVfccBeGjyBEfMhQ3Ca4"",""GmRXi6FEbfBJkwVTGNMPjDfBjJsLuxGhxESbbuJMz5w4"",""9S29fC4aYCxBdLi3QVFqdXRHiXDcAb3pAPrB5eRtxyqG""]","The Hellions #633","[0,10,78,8,4]","HELL","https://arweave.net/EBy3A8XKw-pPsZDAXZVrChqaPAjom2yp8PJIrcEP5to","[1,0,0,0,0]",true,"5yTvicZQUgeX5J7W2f91JjsPw89VPL8LtgPfRCcXYMrL",true,"HELLNodkWCKyj7b9DN79GgNzMRBrzNeWS4o7EWDVywbY","https://explorer.solana.com/address/5yTvicZQUgeX5J7W2f91JjsPw89VPL8LtgPfRCcXYMrL","The Hellions #633","HELL",,500,"https://www.arweave.net/qr9A786K_0d2Kf2ByWm7cO9oY7Zis6V606tmoTTo9UY?ext=png","[{""trait_type"":""Background"",""value"":""Abyss""},{""trait_type"":""Eyes"",""value"":""Black""},{""trait_type"":""Skin Type"",""value"":""Light""},{""trait_type"":""Grills"",""value"":""None""},{""trait_type"":""Halo"",""value"":""None""},{""trait_type"":""Head"",""value"":""Slickback""},{""trait_type"":""Back"",""value"":""Wooden Sword""},{""trait_type"":""Horns"",""value"":""Red""},{""trait_type"":""Tattoo"",""value"":""Heart""},{""trait_type"":""Clothes"",""value"":""Solana Tee""},{""trait_type"":""Face"",""value"":""None""},{""trait_type"":""Earring"",""value"":""None""},{""trait_type"":""Expression"",""value"":""Dopey""}]","[{""address"":""2xesrD8aZShfK4GrKeNTyXBmgwfP8AKg8ciUJcpRLWLY"",""share"":10},{""address"":""AShPyMnpH1yxh9xGXR5EZLnHiVfccBeGjyBEfMhQ3Ca4"",""share"":78},{""address"":""GmRXi6FEbfBJkwVTGNMPjDfBjJsLuxGhxESbbuJMz5w4"",""share"":8},{""address"":""9S29fC4aYCxBdLi3QVFqdXRHiXDcAb3pAPrB5eRtxyqG"",""share"":4}]",,"[{""uri"":""https://www.arweave.net/qr9A786K_0d2Kf2ByWm7cO9oY7Zis6V606tmoTTo9UY?ext=png"",""type"":""image/png""}]","The Hellions","The Hellions"
"[""7r5YwESX6Db13w7DJtymxMgGCWLDwvGGWAqnNx3wMNLv"",""FLtmtvSDRJyfsKWtEJ9Ci346dfS3yHyoW4b1PCb45o94"",""6BVCpQfWHLSwzgzfknNjnmhJRDtaJpeaUHVtG68i1v9p"",""47bSBA5uqWN6m7LsPtJEVz1bS976dRMbaqHucCd5fvpD"",""HQfdgKU8gVvZWWt9upvh8zuwTiFEqGozv3nhmp6iBG9u""]","Mushie #2047","[0,10,10,10,70]","MM","https://arweave.net/siYKBkPjQwgFAH8hFyOGnLTCqtxkHb9j8W9QD0jggv0","[1,0,0,0,0]",true,"7vLncpkB8tNwbWmM3Pu5U1kByf4c7BTEuvryzcQMDkTj",true,"HQfdgKU8gVvZWWt9upvh8zuwTiFEqGozv3nhmp6iBG9u","https://explorer.solana.com/address/7vLncpkB8tNwbWmM3Pu5U1kByf4c7BTEuvryzcQMDkTj","Mushie #2047","MM","4444 Magic Mushies trippin to bring the emphasis back on community! Biggest mint giveaway, Community Job incentive, & much more!",600,"https://arweave.net/ORv-zS8CFDAQky8iTHek4hM18-8g73QZbivlDygagpY","[{""trait_type"":""Background"",""value"":""Orange""},{""trait_type"":""Body"",""value"":""Blue""},{""trait_type"":""Shirt"",""value"":""Yellow Hoodie""},{""trait_type"":""Accessories"",""value"":""None""},{""trait_type"":""Cap"",""value"":""Zombie""},{""trait_type"":""Earring"",""value"":""Ring""},{""trait_type"":""Hat"",""value"":""Crown""},{""trait_type"":""Eyes"",""value"":""Big Eyes""},{""trait_type"":""Mouth"",""value"":""One Tooth""},{""trait_type"":""Type"",""value"":""Light""}]","[{""address"":""FLtmtvSDRJyfsKWtEJ9Ci346dfS3yHyoW4b1PCb45o94"",""share"":10},{""address"":""6BVCpQfWHLSwzgzfknNjnmhJRDtaJpeaUHVtG68i1v9p"",""share"":10},{""address"":""47bSBA5uqWN6m7LsPtJEVz1bS976dRMbaqHucCd5fvpD"",""share"":10},{""address"":""HQfdgKU8gVvZWWt9upvh8zuwTiFEqGozv3nhmp6iBG9u"",""share"":70}]","image","[{""type"":""image/png"",""uri"":""https://arweave.net/ORv-zS8CFDAQky8iTHek4hM18-8g73QZbivlDygagpY""}]",,
"[""6HA4MjurBs6dh7aJi2YSJ6GPiQv6WHzHMK22zz2c7uSW"",""F9BqkzMffZSPHcWjSrkbej1mJrz5uX3deaijdm7PhPw3""]","Pixel Turtle #132","[0,100]","PT","https://arweave.net/JwgWf_bm3xE6JjBw6h80f2OWfgrHp0e6gzAQM92e2fM","[1,0]",true,"6SfHChFmG9hJM5tkAN9LdMU12ND2K6pi5uGQKs4iBVqo",true,"Hm9MsQ2qZrC1zkwgAeDiGF6CrcYKRKqktb2SwuAVy2Cn","https://explorer.solana.com/address/6SfHChFmG9hJM5tkAN9LdMU12ND2K6pi5uGQKs4iBVqo","Pixel Turtle #132","PT","Pixel Turtle , A Collection Of 222 NFTs Stored On The Solana Network.",1000,"https://www.arweave.net/Tg6aQ8zfo-I8MuBbs8Ds11yrrHKglt2pVceipX1LkaU?ext=png","[{""trait_type"":""Background"",""value"":""Red""},{""trait_type"":""Skin"",""value"":""Aqua""},{""trait_type"":""Clothes"",""value"":""Casanova""},{""trait_type"":""Head"",""value"":""Wizard""},{""trait_type"":""Bandana"",""value"":""Purple""}]","[{""address"":""F9BqkzMffZSPHcWjSrkbej1mJrz5uX3deaijdm7PhPw3"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/Tg6aQ8zfo-I8MuBbs8Ds11yrrHKglt2pVceipX1LkaU?ext=png"",""type"":""image/png""}]",,
"[""CBRaUfUSz5nZAVw2XjBeqUgHFWwPfVgFEsHcQRP5ek5G"",""FDL3AT32bAAHEC9wujkesnHCvBEQWnmUVuDMJ7T8NJSw"",""3AHGRCbzaVyBghmpurDdzGCAbvQmtRwytNxTt4M2BFkr""]","Quantum Trader #8301","[0,50,50]","QT","https://arweave.net/RXHAbICFNzu4WGHAnAYaw2f180N-CUwzFujBIF5xktk","[1,0,0]",true,"HnhrcRnc3TQ7BgcMUuJPSRbdnoottFCEPxxwSQWAKpGp",true,"HBERHSe9s4GApnkLkWGpej8SGjs9DuL5pi3cpQwXXop4","https://explorer.solana.com/address/HnhrcRnc3TQ7BgcMUuJPSRbdnoottFCEPxxwSQWAKpGp","Quantum Trader #8301","QT","An alien droid race unbound by time. Brought to life by Yawww to protect our realm and to stabilize our economy with $YAW.",800,"https://arweave.net/V5vSTeLimBGP5fDzph6_87O4JhFflzfe-veg-i78fwU","[{""trait_type"":""Background"",""value"":""Mountain blues""},{""trait_type"":""Joints"",""value"":""White""},{""trait_type"":""Plates"",""value"":""Basic""},{""trait_type"":""Over clothes"",""value"":""Lava coat""},{""trait_type"":""Wrist"",""value"":""Gold watch""},{""trait_type"":""Neckpiece"",""value"":""Blue holo bowtie""},{""trait_type"":""Necklace"",""value"":""Keycard necklace""},{""trait_type"":""Head"",""value"":""Red""},{""trait_type"":""Table"",""value"":""Metal table""},{""trait_type"":""Goods"",""value"":""Degenerate Ape Academy #2""},{""trait_type"":""Container"",""value"":""Coin pouch""}]","[{""address"":""FDL3AT32bAAHEC9wujkesnHCvBEQWnmUVuDMJ7T8NJSw"",""share"":50},{""address"":""3AHGRCbzaVyBghmpurDdzGCAbvQmtRwytNxTt4M2BFkr"",""share"":50}]",,"[{""type"":""image/png"",""uri"":""https://arweave.net/V5vSTeLimBGP5fDzph6_87O4JhFflzfe-veg-i78fwU""}]","Quantum Traders","Quantum Traders"
"[""BHVPUojZvH2mWo5T6ZCJQnyqMTe4McHsXGSJutezTPGE"",""61fgi854Kqmb1FNJCesw1ne5XAbNyYZve8zsRZ8RFvay"",""71uN5389zcq9P8BwarSPZoaV1vrfBg79yjCRGCP6xwP6"",""9dFxBPegtpQ6JamTY5DJxU4Cxwdp6jDXLZjspXM98DfZ"",""3EXmFGDjNANrxievsT4wdhKfYSZd3BNpn4B7qfPZquq9""]","SaibaGang #2859","[0,70,20,5,5]","SBAGNG","https://arweave.net/DsFXTQhtmv0GiB43z7-DKeoskPylQ1vVX8O7XYWkqEM","[1,0,0,0,0]",true,"Egt7npBfoeKfcLcZWCzubKReYGX7D65V63c12VyCcULV",true,"BNi8NV97p2J41wnK9amVpaXD43dZzLpDDZyAsQwuNXps","https://explorer.solana.com/address/Egt7npBfoeKfcLcZWCzubKReYGX7D65V63c12VyCcULV","SaibaGang #2859","SBAGNG",,500,"https://www.arweave.net/mHBBQrrYhlrxOgo1VCVwNSGRQIGpd_AWHR85UMLo22k?ext=png","[{""trait_type"":""division"",""value"":""night""},{""trait_type"":""extra"",""value"":""neon katana""},{""trait_type"":""skin"",""value"":""toxic""},{""trait_type"":""outfit"",""value"":""saiba t shirt""},{""trait_type"":""accessories"",""value"":""red neon bars""},{""trait_type"":""eyes"",""value"":""black""},{""trait_type"":""hair"",""value"":""middle part black""},{""trait_type"":""mouth"",""value"":""cyber fangs""}]","[{""address"":""61fgi854Kqmb1FNJCesw1ne5XAbNyYZve8zsRZ8RFvay"",""share"":70},{""address"":""71uN5389zcq9P8BwarSPZoaV1vrfBg79yjCRGCP6xwP6"",""share"":20},{""address"":""9dFxBPegtpQ6JamTY5DJxU4Cxwdp6jDXLZjspXM98DfZ"",""share"":5},{""address"":""3EXmFGDjNANrxievsT4wdhKfYSZd3BNpn4B7qfPZquq9"",""share"":5}]",,"[{""uri"":""https://www.arweave.net/mHBBQrrYhlrxOgo1VCVwNSGRQIGpd_AWHR85UMLo22k?ext=png"",""type"":""image/png""}]","SaibaGang","SaibaGang"
"[""FQCrdEfDTLUQtz3V7sqKr6g6twSEr6hSdAcwnLRx4j4W"",""CxvfEmGzPbvKaV9gknoWaaMcdsTyQhAjG6poP1Lz1gSm""]","Tech Folk #3263","[0,100]","TF","https://arweave.net/k3HzKiwiT1mQ7AtHgzI0ugKugq8WcZEGGLEWJHGzMGo","[1,0]",true,"Er578HaUau6iWRhhoPS2R1pLbY12Y7uhWimtSKJJimyw",true,"CxvfEmGzPbvKaV9gknoWaaMcdsTyQhAjG6poP1Lz1gSm","https://explorer.solana.com/address/Er578HaUau6iWRhhoPS2R1pLbY12Y7uhWimtSKJJimyw","Tech Folk #3263","TF","Tech Folk is an NFT collection and Startup Simulation Game on the Solana Blockchain",500,"https://www.arweave.net/aJ6NS9NYBkP3Kdf6CYPaM227yHQZhtDMXmG1omlUb20?ext=png","[{""trait_type"":""Core Skill"",""value"":""Community""},{""trait_type"":""Background"",""value"":""orange""},{""trait_type"":""Skin"",""value"":""brown""},{""trait_type"":""Eyes"",""value"":""black""},{""trait_type"":""Clothes"",""value"":""black t""},{""trait_type"":""Head"",""value"":""cycling cap red""},{""trait_type"":""Mouth"",""value"":""small slab""},{""trait_type"":""Nose"",""value"":""C 1""},{""trait_type"":""Glasses"",""value"":""thug life""},{""trait_type"":""Foreground"",""value"":""foreground""},{""trait_type"":""Title"",""value"":""Marketing Director""},{""trait_type"":""Vibe"",""value"":""Weird Sun Twitter""},{""trait_type"":""Vice"",""value"":""Day drinking""}]","[{""address"":""CxvfEmGzPbvKaV9gknoWaaMcdsTyQhAjG6poP1Lz1gSm"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/aJ6NS9NYBkP3Kdf6CYPaM227yHQZhtDMXmG1omlUb20?ext=png"",""type"":""image/png""}]",,
"[""HvtWaz531TmufEUMiPAi3z5tyrs4Nkj45iSdVDy1pK24"",""CY177kypehaXt49aqWZTKy95DBcy8uCzLnTUYiu6igjG"",""HpGVCPubbd2Q1XtYdJRzCrR3SGndDdhXfduzcY1rhQz5"",""A7SncPLRBgiap3xLbnfi1QYFFmXYCwbmPrUTip43ryzm""]","Aqua Apes #3924","[0,80,10,10]","AQUA","https://arweave.net/d6VowBQ9uJBKtN3PgCTyIaJ8cXIeKaimqZ7B4klLNxE","[1,0,0,0]",true,"CJEqF3VFuK3wRJJsSKm3zLFbYJ2ecfcqSuCbwvQvKUpH",true,"BoaTyvTCoY3UwbC8Z6xVYxmSgZaF5A8bcHLh5uDZ4W1N","https://explorer.solana.com/address/CJEqF3VFuK3wRJJsSKm3zLFbYJ2ecfcqSuCbwvQvKUpH","Aqua Apes #3924","AQUA","A collection of Aqua Apes granting holders legendary utility on SUBMARINE.",500,"https://www.arweave.net/49mQBT7E6vucBTwKtlebO--Qm6mg5YQGNyJr0Ep8_uk?ext=png","[{""trait_type"":""Depth"",""value"":""40 Feet""},{""trait_type"":""Fur Color"",""value"":""Pink Corral""},{""trait_type"":""Eyes"",""value"":""Normal""},{""trait_type"":""Earrings"",""value"":""None""},{""trait_type"":""Wearing"",""value"":""Royal Emerald Set""},{""trait_type"":""Head"",""value"":""Normal""},{""trait_type"":""Mouth"",""value"":""Normal""},{""trait_type"":""Weilding"",""value"":""None""}]","[{""address"":""CY177kypehaXt49aqWZTKy95DBcy8uCzLnTUYiu6igjG"",""share"":80},{""address"":""HpGVCPubbd2Q1XtYdJRzCrR3SGndDdhXfduzcY1rhQz5"",""share"":10},{""address"":""A7SncPLRBgiap3xLbnfi1QYFFmXYCwbmPrUTip43ryzm"",""share"":10}]","image","[{""uri"":""https://www.arweave.net/49mQBT7E6vucBTwKtlebO--Qm6mg5YQGNyJr0Ep8_uk?ext=png"",""type"":""image/png""}]",,
"[""Cz6VHXmCyKXvJVQ2iXgkADWGG2f2Mo5U7Hrv8Mp39WoV"",""4Yxdk7BrLWV4gfX5or13EyVPtYXRAwFzzgxrGvduiAQY"",""2sxFLJLNckqxrx5nY8cPgRVtugwUyKnPeuuhkL8C7xJ6"",""9C8AB9JeCNQscKNoUyGxbQcepBjegRkFem7CiQoN4GL7""]","Goldie #4879","[0,33,33,34]","GOLD","https://arweave.net/kvLEM1Xykl1OC_hXVLPCxuOJ34w9H4XzU705mFnMZFk","[1,0,0,0]",true,"9hMePaAniL112dHQxDZKiXJW417NC7mcMgdsQPDbBE7C",true,"HcKQ7CymD9TNsr4e5YJohb3WU8uwkDSgHQ83vWmsZStk","https://explorer.solana.com/address/9hMePaAniL112dHQxDZKiXJW417NC7mcMgdsQPDbBE7C","Goldie #4879","GOLD","6,666 unique fishes swimming in the Solana fishtank.",500,"https://www.arweave.net/lJPf8oQqlSzDzi7xf8zsOga1Y6zEtZmvTNyYaKWlcTw?ext=png","[{""trait_type"":""Background"",""value"":""Teal""},{""trait_type"":""Body"",""value"":""Black""},{""trait_type"":""Tail"",""value"":""Gold""},{""trait_type"":""Fins"",""value"":""Alien""},{""trait_type"":""Eyes"",""value"":""Happy""},{""trait_type"":""Headgear"",""value"":""Stinky Flies""},{""trait_type"":""Faction"",""value"":""Pond""}]","[{""address"":""4Yxdk7BrLWV4gfX5or13EyVPtYXRAwFzzgxrGvduiAQY"",""share"":33},{""address"":""2sxFLJLNckqxrx5nY8cPgRVtugwUyKnPeuuhkL8C7xJ6"",""share"":33},{""address"":""9C8AB9JeCNQscKNoUyGxbQcepBjegRkFem7CiQoN4GL7"",""share"":34}]",,"[{""uri"":""https://www.arweave.net/lJPf8oQqlSzDzi7xf8zsOga1Y6zEtZmvTNyYaKWlcTw?ext=png"",""type"":""image/png""}]",,
